Filepath,Label
C:/plants/train\Grape___Esca_(Black_Measles)\8e29857c-f116-4756-b469-9c5b9d01a4d5___FAM_B.Msls 4409.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\8e4c7dc2-646b-428a-9351-9025a07e30bc___FAM_B.Msls 1344.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\8e870451-2b0e-480f-9451-6046cd1fc093___FAM_B.Msls 0937.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\8ed5d525-2478-4d10-8606-65a33ea9ef20___FAM_B.Msls 4429.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\8ee91739-1952-4477-9901-860c1a822aa6___FAM_B.Msls 0970.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\8f27d644-c11c-4bc1-8ec3-1ac33575318e___FAM_B.Msls 4488.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\8f280e20-c290-4457-a5c0-dc07cd833dec___FAM_B.Msls 1078.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\8f8d9dc4-7bd0-4feb-9c50-21dcfb3a5a4e___FAM_B.Msls 0864.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\8f9970b4-19ad-45cd-8544-1a01360c62cf___FAM_B.Msls 1827.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\901a9bf6-ab3f-49a5-bcc7-1976ebcb82ec___FAM_B.Msls 4260.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\908697c2-ccd6-4a5d-b4ef-24a3d387ff49___FAM_B.Msls 1794.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\90ae3d0b-88b7-4fa5-b55f-bcce83587cfc___FAM_B.Msls 4348.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\90c88154-0510-451e-bab0-7cf705fa0576___FAM_B.Msls 0912.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\910dc3b9-2237-475a-b211-2e36a380c60d___FAM_B.Msls 4439.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\91388c88-ea82-4ae3-a4b3-4b9832e86837___FAM_B.Msls 0920.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\913fb01a-40e2-454b-bc87-aba0669633cf___FAM_B.Msls 3910.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\919e8a7e-721d-4390-89d6-b38bc41a52a2___FAM_B.Msls 4345.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\91aee938-b6eb-41f6-aee8-d5a929fe27c9___FAM_B.Msls 4087.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\923dc9f8-a74e-4540-b52c-ec53bdbad7d9___FAM_B.Msls 0978.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9304503a-f7cb-4435-a794-85d1544bbcab___FAM_B.Msls 1151.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\93060d98-f098-4120-8406-873f2b21709c___FAM_B.Msls 1327.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\93350074-f658-4f5b-a002-aaa7add9425f___FAM_B.Msls 4155.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\940385d0-bef0-4d8c-857e-e93fbd9eaad4___FAM_B.Msls 1757.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9404e9ad-c9f5-408b-89af-bbc903940d32___FAM_B.Msls 1776.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9494b2e6-4184-4e8a-ba47-6a1b19bee9bf___FAM_B.Msls 4352.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\94a61160-ffbb-4edf-8513-d244e82fa56e___FAM_B.Msls 0871.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\95308c47-b376-46b5-b184-61ace51c2245___FAM_B.Msls 3870.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\95a42fdb-444d-4152-920b-c62529b47454___FAM_B.Msls 1824.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\95c0301c-ad1b-4264-b331-d62c2820fc87___FAM_B.Msls 1165.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\95ca0aa1-4fc4-4fbd-a8ad-c45015034704___FAM_B.Msls 4314.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\96223252-852d-4fa7-9c99-ffb4e82a2dec___FAM_B.Msls 1788.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\96287166-5b9e-4f13-aa33-02b0b1567379___FAM_B.Msls 3979.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\96642ae2-81d8-4b4e-bda8-ac2c221253e9___FAM_B.Msls 1229.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\96eadf61-e96b-453e-b31f-49eed46b3b99___FAM_B.Msls 1254.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\96fcd5f4-5f80-4fc6-8fed-e47095ee426f___FAM_B.Msls 1110.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\97822070-4ab0-4640-87cc-0b847203e371___FAM_B.Msls 1055.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\978b6171-5d81-4c21-807b-667cea6314c0___FAM_B.Msls 4392.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\97af59b0-ff69-4a55-9be3-bda181b789cd___FAM_B.Msls 4402.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\981b4f34-bd2d-469b-9701-d68ff303fe85___FAM_B.Msls 0847.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\985ada5a-091c-4c5d-bb88-a8ccc32a4d2c___FAM_B.Msls 4126.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\989c0a62-1c16-48bd-8721-fb4bbf1e313f___FAM_B.Msls 4384.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\99564e0c-86a3-4477-a7bc-35fe0ba7bf02___FAM_B.Msls 4329.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9994c140-6ebe-4c48-a4b5-0ea65eed42d4___FAM_B.Msls 1825.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\99fcdf23-f7da-463f-9e16-d2ee1c61bb37___FAM_B.Msls 1180.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9a5600b5-200b-4243-ba20-3bc80cf53a91___FAM_B.Msls 3952.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9a633a03-d1cb-42c1-9bcc-8d77d780347a___FAM_B.Msls 4043.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9a64888b-946b-4199-be73-5f78a9006bb9___FAM_B.Msls 0976.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9b23bab7-3070-455c-8f4f-81c71092a0e0___FAM_B.Msls 4021.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9b35dfae-21d6-4b6f-8c8b-7dcae888e88a___FAM_B.Msls 4267.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9b3def52-3cd5-4aa4-a265-1c99a67203e2___FAM_B.Msls 1820.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9bc0682c-ff36-41c8-a524-76cdac8f2ee2___FAM_B.Msls 3892.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9c00d316-686b-4904-9496-ef0d3802f516___FAM_B.Msls 1823.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9c34300b-7772-491b-b99e-4b6f1a99ed5d___FAM_B.Msls 4037.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9c4e94f8-7f24-441c-a429-f0f068565cfb___FAM_B.Msls 4158.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9cc753d0-835b-4ff1-8b91-24598b6a39df___FAM_B.Msls 1046.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9d100764-3b74-4a3c-977a-818461717449___FAM_B.Msls 1128.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9d13bf06-8290-40f6-aaf1-8194537fef98___FAM_B.Msls 0963.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9d643ae5-1e5f-48ea-9e9f-a2de9d8463cb___FAM_B.Msls 1815.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9d8968d6-ca31-4fe6-9173-2c058e8e6afd___FAM_B.Msls 1337.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9d93be0b-7679-48cd-ba9f-aea60ccb2f86___FAM_B.Msls 0906.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9db151ca-40a4-4877-91f0-fccdc1fd1f74___FAM_B.Msls 1051.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9de47576-150a-461f-b81b-dc97aad7aa0b___FAM_B.Msls 4344.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9df19a74-fa2e-4aaa-9bb2-239b20b0c48a___FAM_B.Msls 4178.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9e47aad4-8bce-410c-80d3-8dad4c565114___FAM_B.Msls 4336.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9e5c9007-0a2b-4bd5-b581-e975ad5516d1___FAM_B.Msls 0883.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9e5d5657-1fde-45df-8e0d-648107f38396___FAM_B.Msls 1214.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9ef372e7-0590-426f-abfb-e8a119224df5___FAM_B.Msls 1236.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9f0f56bb-5829-4271-971e-ad2ad20f58d7___FAM_B.Msls 4349.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9f20a2e9-71bb-46fe-b016-136c2f14de38___FAM_B.Msls 0843.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9f5be773-e47a-410b-90c3-56c86d802f82___FAM_B.Msls 1181.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9f6e3bec-dac0-4807-9f96-72dcb67e93a8___FAM_B.Msls 1333.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9fb72312-83ef-469b-9937-ee325739a53b___FAM_B.Msls 4461.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9fc987e0-a8b8-46c7-bee6-d00986c82399___FAM_B.Msls 1088.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9fe9978e-dd78-4240-a041-8c1bed80b96f___FAM_B.Msls 1276.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\9fe9e1f3-69b7-4798-b86a-fabc95ed4f01___FAM_B.Msls 4256.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a02ff5fa-be21-4a65-a722-2c677868a759___FAM_B.Msls 0903.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a06a2e3c-1f79-47fd-9262-ac45d8f89efa___FAM_B.Msls 4249.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a1171d34-0b12-4627-ac61-16b7340a7e50___FAM_B.Msls 3991.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a15b25f3-d3d8-47cf-9d61-d34aa8032c96___FAM_B.Msls 1734.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a17c4c93-6dbb-4b68-a514-ac6fb7a8b8d7___FAM_B.Msls 0971.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a1b6f31d-4cf0-469f-89a4-70270992286e___FAM_B.Msls 4434.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a1c1aa92-4836-4b07-ade1-9da06a7b6f71___FAM_B.Msls 1015.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a1dde743-35b7-4cba-a449-523af7df90d5___FAM_B.Msls 4303.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a1de2cba-70c2-4809-be63-8f2ed6fe8aa7___FAM_B.Msls 4148.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a2027312-f55d-4e37-8f96-1dd323ae2336___FAM_B.Msls 4095.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a2223591-46e6-4018-9484-499ce63bb137___FAM_B.Msls 4078.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a3211c59-f2c0-402c-9264-b663d2a84b69___FAM_B.Msls 1839.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a34cd330-407b-4180-a599-b7aa6160a604___FAM_B.Msls 1300.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a3b0be25-d00e-4069-93ce-c6938b065476___FAM_B.Msls 4150.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a3b91f9a-c997-4bad-b0a1-50a313bf9307___FAM_B.Msls 4460.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a43df234-9dde-408c-a6ad-9d7787b32447___FAM_B.Msls 0848.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a481749c-81a0-4d65-a41d-cc2008fa5e7a___FAM_B.Msls 4129.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a4b05803-14e4-4551-acb5-ace444f7dac4___FAM_B.Msls 1852.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a4c5a74b-eb17-495c-bdae-b25268069139___FAM_B.Msls 1881.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a4db3b91-b939-49f1-8a2e-977f7a99e316___FAM_B.Msls 3968.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a5076635-ff28-401a-881d-f2c08e72daa0___FAM_B.Msls 1313.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a5162bb2-eee1-49ce-aa97-81b5453f7928___FAM_B.Msls 4244.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a54c0c2e-117a-4122-9ada-b768f4386bf5___FAM_B.Msls 4496.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a5c19696-e040-4864-941d-74b4cd774ee4___FAM_B.Msls 4363.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a6183ab0-4b4a-4b00-ba1c-f8fd75aae97c___FAM_B.Msls 1846.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a6e88cc9-9869-40b9-a6a1-8b79648fff0b___FAM_B.Msls 1228.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a6fcd48a-59c1-4ecc-98d8-72d5307a0351___FAM_B.Msls 1743.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a75dac74-44d7-4fea-9b98-0c10b87ea7b9___FAM_B.Msls 1270.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a75e0225-d002-4491-a20b-437970b49e19___FAM_B.Msls 1157.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a79bdd76-8d9c-44a4-970f-0b37bbed5cd6___FAM_B.Msls 4407.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a7d77dc1-c8d7-4105-8e9f-88dedb54c779___FAM_B.Msls 1305.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a7db95e4-03f0-4727-bdc4-f35a5a8ded87___FAM_B.Msls 4164.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a7e667f9-3323-4721-b172-c5eb5cd4dec0___FAM_B.Msls 4258.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a8972cc7-cb8a-4544-b979-5ffd2eaa7dcd___FAM_B.Msls 0899.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a8a0b6d4-66b5-4632-b593-646a0ecec674___FAM_B.Msls 1285.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a8e13356-ed75-42b6-911f-d24ebe3ec15e___FAM_B.Msls 4466.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\a99387d1-aa81-4770-9109-7507b1bad4a1___FAM_B.Msls 4075.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\aa5d794f-9e41-40c2-a265-12fdf7c22bc3___FAM_B.Msls 4036.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\aa799fdf-9751-4272-afee-3c50acb78054___FAM_B.Msls 4062.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\ab21136c-1597-472d-8f13-9780b3c72cbb___FAM_B.Msls 1102.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\ab311649-286e-45bd-90c8-85d5b89ff2a0___FAM_B.Msls 0910.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\ab53a148-3a2c-4f4f-94df-e484d7daa29c___FAM_B.Msls 1847.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\ab820717-e42b-490f-aa9e-a7320d3f3727___FAM_B.Msls 1335.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\ab84accf-1cc9-42af-96cb-28cfd4aebc33___FAM_B.Msls 4127.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\ab8a8cb6-8fd5-4bb4-934a-a37dabacd13b___FAM_B.Msls 1877.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\ab8d26cc-f8f1-421f-84aa-a0589fd249e7___FAM_B.Msls 3819.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\ab916331-4f8d-4993-a333-85503ad30362___FAM_B.Msls 4165.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\abd777a9-0209-43e3-9877-45f4887faf26___FAM_B.Msls 4215.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\ac3e8aeb-be50-4c98-a0f3-fb5d9860c459___FAM_B.Msls 0823.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\ac480b93-9c90-41d4-820d-71edf3ac7127___FAM_B.Msls 3916.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\ac7c985b-e1bb-48ec-970e-abe18934141a___FAM_B.Msls 4298.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\ac8344c0-85ee-4544-ae59-6c440a985559___FAM_B.Msls 3981.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\ace2440f-b134-499f-ab1f-fea9b1feb2aa___FAM_B.Msls 1882.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\ace83c97-ae73-40be-9cd8-293ea67f4f5a___FAM_B.Msls 1206.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\ad3b45fa-50b9-4abb-9e24-bcbbcb0f33d3___FAM_B.Msls 4419.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\ada4cd43-07d6-4ccb-9cb9-3b1440cdbd06___FAM_B.Msls 4220.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\adde8ac8-9317-4651-bb55-2bfda8029d27___FAM_B.Msls 1848.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\ae6df1cf-7135-4945-9a20-bf17a2519e7a___FAM_B.Msls 1759.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\ae79d5f9-7980-43a3-807e-ec967d36b574___FAM_B.Msls 3930.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\ae8da35b-167a-4121-a2b6-6eac31019a32___FAM_B.Msls 3972.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\ae9eae88-91a7-4762-8a7e-8edf3c73768d___FAM_B.Msls 1001.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\aed46aae-df6a-4707-9597-23c6871ccc2c___FAM_B.Msls 1352.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\af1eee47-4735-4fe5-b310-e9fce8770288___FAM_B.Msls 1039.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\af5b6bad-2b57-4337-83de-b1efb21f0282___FAM_B.Msls 4272.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\af874436-214a-4670-9244-3cbf9036a035___FAM_B.Msls 4076.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\afbec0b7-d8e5-40dd-b4c4-f602a94a336d___FAM_B.Msls 1332.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\afd64a5c-0f05-4494-a5a2-0be0a12339cb___FAM_B.Msls 1763.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\b0551ca7-828c-4493-bfdf-8f74b0dddc97___FAM_B.Msls 4471.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\b096abb4-3ee6-472f-a6c5-106708e438ff___FAM_B.Msls 1004.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\b0f16c55-e5be-431f-b2c9-c6d5e11f3e02___FAM_B.Msls 0981.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\b150d3bf-0f76-4cb3-b6f5-461a9671b896___FAM_B.Msls 1238.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\b18a5f5f-1d42-433b-ab66-7f63ef18ca2b___FAM_B.Msls 4015.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\b1f6e94e-2997-4325-bf8b-9987882d79f2___FAM_B.Msls 4412.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\b2d975d2-e270-4b8b-91ee-02e7290ead9d___FAM_B.Msls 4001.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\b32b1e1d-a0e4-4959-bd2d-89710def27a6___FAM_B.Msls 1053.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\b397eecb-6f1f-47b7-8b76-e963c7a01ca7___FAM_B.Msls 4064.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\b426f12a-0969-4e1d-ab1a-59224ef28b17___FAM_B.Msls 1750.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\b448d442-4c7c-4c5d-a8e6-799c20a697e4___FAM_B.Msls 4320.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\b4783ca9-6f90-4616-8b2f-61b2afb68fc0___FAM_B.Msls 1851.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\b4791957-cbc5-4363-87ca-741c9ff1db5d___FAM_B.Msls 1163.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\b496466f-f2a4-4c54-94a3-d7c0be4edceb___FAM_B.Msls 4065.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\b51dd9b6-0ab4-411f-ad41-a1549b3ae488___FAM_B.Msls 3839.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\b538f749-4eb9-4b3b-a55e-f5b293ac2d2a___FAM_B.Msls 1248.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\b56821a5-ba37-4072-9889-53396a3d780e___FAM_B.Msls 3921.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\b5a6cca1-c243-4cfd-87db-fe6146c66740___FAM_B.Msls 1215.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\b5aab138-11f7-4f77-8a41-0f8f06048654___FAM_B.Msls 3801.JPG,Grape___Esca_(Black_Measles)
C:/plants/train\Grape___Esca_(Black_Measles)\b5ab4545-ec88-40d1-9616-483d50bb2f3d___FAM_B.Msls 0841.JPG,Grape___Esca_(Black_Measles)
